Vardas         Pavarde        Galutinis (vid.)
vardas2060     pavarde2060     4.56
vardas2061     pavarde2061      3.4
vardas2064     pavarde2064        4
vardas2069     pavarde2069     2.96
vardas2070     pavarde2070     4.28
vardas2071     pavarde2071     4.92
vardas2072     pavarde2072     3.72
vardas2073     pavarde2073     4.04
vardas2077     pavarde2077     3.16
vardas2080     pavarde2080     3.44
vardas2081     pavarde2081     4.84
vardas2082     pavarde2082     4.12
vardas2084     pavarde2084      3.2
vardas2087     pavarde2087      3.6
vardas2088     pavarde2088      3.4
vardas2090     pavarde2090     4.16
vardas2091     pavarde2091     3.68
vardas2094     pavarde2094     2.88
vardas2098     pavarde2098     4.28
vardas2099     pavarde2099      3.6
vardas2101     pavarde2101     3.28
vardas2104     pavarde2104     3.76
vardas2106     pavarde2106     4.56
vardas2118     pavarde2118     2.36
vardas2123     pavarde2123      2.6
vardas2124     pavarde2124     3.08
vardas2127     pavarde2127      2.8
vardas2129     pavarde2129     2.68
vardas2130     pavarde2130      2.6
vardas2133     pavarde2133     2.96
vardas2134     pavarde2134     3.24
vardas2135     pavarde2135      2.2
vardas2138     pavarde2138     4.16
vardas2139     pavarde2139     3.88
vardas2141     pavarde2141     3.68
vardas2142     pavarde2142     3.68
vardas2144     pavarde2144      4.2
vardas2146     pavarde2146      3.8
vardas2149     pavarde2149     2.92
vardas2155     pavarde2155     3.36
vardas2157     pavarde2157     3.48
vardas2160     pavarde2160     2.76
vardas2161     pavarde2161      3.2
vardas2166     pavarde2166     3.56
vardas2167     pavarde2167     3.76
vardas2170     pavarde2170     3.76
vardas2173     pavarde2173     4.12
vardas2175     pavarde2175      3.4
vardas2177     pavarde2177      4.8
vardas2179     pavarde2179      4.6
vardas2183     pavarde2183     4.52
vardas2188     pavarde2188     2.76
vardas2189     pavarde2189     4.48
vardas2190     pavarde2190      4.6
vardas2192     pavarde2192     3.44
vardas2195     pavarde2195      3.4
vardas2196     pavarde2196     3.48
vardas2200     pavarde2200     3.68
vardas2207     pavarde2207     4.72
vardas2212     pavarde2212     4.32
vardas2213     pavarde2213     4.36
vardas2220     pavarde2220     4.48
vardas2221     pavarde2221      3.8
vardas2225     pavarde2225     3.76
vardas2226     pavarde2226     4.52
vardas2235     pavarde2235     3.72
vardas2236     pavarde2236     4.52
vardas2237     pavarde2237     4.64
vardas2240     pavarde2240     3.08
vardas2242     pavarde2242     4.12
vardas2245     pavarde2245     4.64
vardas2246     pavarde2246      3.6
vardas2255     pavarde2255     3.92
vardas2256     pavarde2256     4.28
vardas2259     pavarde2259     3.76
vardas2261     pavarde2261     4.28
vardas2264     pavarde2264     3.28
vardas2267     pavarde2267     3.96
vardas2271     pavarde2271        4
vardas2272     pavarde2272     3.24
vardas2273     pavarde2273     4.48
vardas2277     pavarde2277     2.96
vardas2279     pavarde2279     4.84
vardas2282     pavarde2282     2.48
vardas2283     pavarde2283     2.44
vardas2285     pavarde2285     3.28
vardas2288     pavarde2288     3.08
vardas2290     pavarde2290     3.32
vardas2294     pavarde2294     4.56
vardas2295     pavarde2295      4.2
vardas2298     pavarde2298      1.8
vardas2302     pavarde2302     4.68
vardas2303     pavarde2303     2.92
vardas2304     pavarde2304      3.6
vardas2307     pavarde2307     3.52
vardas2309     pavarde2309      4.8
vardas2312     pavarde2312     4.88
vardas2314     pavarde2314     4.96
vardas2315     pavarde2315     2.36
vardas2316     pavarde2316     3.84
vardas2317     pavarde2317      2.4
vardas2318     pavarde2318     3.44
vardas2319     pavarde2319     4.88
vardas2320     pavarde2320     2.44
vardas2324     pavarde2324     3.16
vardas2328     pavarde2328     4.04
vardas2329     pavarde2329     4.36
vardas2332     pavarde2332     3.44
vardas2338     pavarde2338     3.56
vardas2339     pavarde2339     3.92
vardas2342     pavarde2342      3.2
vardas2348     pavarde2348     3.48
vardas2351     pavarde2351     2.96
vardas2352     pavarde2352     2.12
vardas2354     pavarde2354     4.88
vardas2356     pavarde2356     2.24
vardas2360     pavarde2360     4.36
vardas2361     pavarde2361     3.76
vardas2366     pavarde2366     3.28
vardas2367     pavarde2367     2.32
vardas2371     pavarde2371     4.48
vardas2372     pavarde2372     4.64
vardas2385     pavarde2385     3.04
vardas2386     pavarde2386     4.32
vardas2388     pavarde2388     4.28
vardas2390     pavarde2390     3.92
vardas2399     pavarde2399      4.8
vardas2400     pavarde2400     3.12
vardas2401     pavarde2401      2.2
vardas2405     pavarde2405     4.28
vardas2406     pavarde2406     4.84
vardas2407     pavarde2407      4.6
vardas2410     pavarde2410     2.52
vardas2412     pavarde2412     3.52
vardas2413     pavarde2413     3.68
vardas2418     pavarde2418     4.88
vardas2421     pavarde2421     2.68
vardas2422     pavarde2422     4.44
vardas2424     pavarde2424     4.48
vardas2426     pavarde2426     3.72
vardas2427     pavarde2427     3.16
vardas2428     pavarde2428     3.76
vardas2430     pavarde2430     4.52
vardas2434     pavarde2434      4.4
vardas2436     pavarde2436     4.12
vardas2438     pavarde2438     3.04
vardas2440     pavarde2440      4.4
vardas2441     pavarde2441     3.92
vardas2443     pavarde2443     2.12
vardas2445     pavarde2445     2.68
vardas2446     pavarde2446      4.8
vardas2447     pavarde2447     4.88
vardas2448     pavarde2448     2.92
vardas2453     pavarde2453     3.52
vardas2459     pavarde2459     4.16
vardas2460     pavarde2460     4.72
vardas2461     pavarde2461     3.92
vardas2466     pavarde2466     3.88
vardas2469     pavarde2469      3.4
vardas2472     pavarde2472     4.68
vardas2474     pavarde2474     2.84
vardas2475     pavarde2475     3.72
vardas2477     pavarde2477     3.68
vardas2482     pavarde2482     4.08
vardas2487     pavarde2487     4.44
vardas2492     pavarde2492     2.44
vardas2495     pavarde2495     3.76
vardas2498     pavarde2498      4.2
vardas2500     pavarde2500      2.2
vardas2502     pavarde2502     2.64
vardas2503     pavarde2503     3.44
vardas2505     pavarde2505     4.72
vardas2506     pavarde2506     4.52
vardas2507     pavarde2507     4.64
vardas2510     pavarde2510     4.92
vardas2511     pavarde2511      4.4
vardas2515     pavarde2515      4.8
vardas2516     pavarde2516     4.72
vardas2517     pavarde2517     3.28
vardas2523     pavarde2523        4
vardas2524     pavarde2524     2.76
vardas2525     pavarde2525     2.84
vardas2530     pavarde2530      3.4
vardas2536     pavarde2536     4.12
vardas2540     pavarde2540     4.52
vardas2541     pavarde2541     2.92
vardas2542     pavarde2542     2.92
vardas2543     pavarde2543     3.32
vardas2544     pavarde2544     2.76
vardas2545     pavarde2545     4.44
vardas2551     pavarde2551     4.32
vardas2553     pavarde2553     3.44
vardas2554     pavarde2554     3.64
vardas2557     pavarde2557     2.92
vardas2560     pavarde2560     3.52
vardas2564     pavarde2564     3.92
vardas2566     pavarde2566     2.68
vardas2567     pavarde2567     3.92
vardas2568     pavarde2568     2.72
vardas2572     pavarde2572     3.24
vardas2573     pavarde2573     4.76
vardas2576     pavarde2576      2.6
vardas2578     pavarde2578     4.12
vardas2579     pavarde2579      3.8
vardas2582     pavarde2582     2.52
vardas2584     pavarde2584     2.56
vardas2585     pavarde2585      2.2
vardas2586     pavarde2586     3.44
vardas2587     pavarde2587     3.72
vardas2589     pavarde2589     2.52
vardas2590     pavarde2590     4.24
vardas2594     pavarde2594     3.84
vardas2595     pavarde2595     3.24
vardas2598     pavarde2598     4.24
vardas2599     pavarde2599      3.4
vardas2601     pavarde2601     4.36
vardas2604     pavarde2604     2.92
vardas2615     pavarde2615     3.32
vardas2619     pavarde2619     3.08
vardas2624     pavarde2624     4.88
vardas2626     pavarde2626     2.36
vardas2629     pavarde2629     4.52
vardas2631     pavarde2631      3.6
vardas2632     pavarde2632     4.72
vardas2633     pavarde2633     4.48
vardas2634     pavarde2634        3
vardas2635     pavarde2635     3.04
vardas2636     pavarde2636     3.36
vardas2638     pavarde2638     4.56
vardas2640     pavarde2640      4.4
vardas2641     pavarde2641     3.48
vardas2644     pavarde2644     4.56
vardas2646     pavarde2646     2.76
vardas2648     pavarde2648     3.36
vardas2651     pavarde2651     3.04
vardas2653     pavarde2653     4.96
vardas2654     pavarde2654     2.36
vardas2656     pavarde2656     4.72
vardas2657     pavarde2657     2.68
vardas2659     pavarde2659     3.96
vardas2661     pavarde2661     4.84
vardas2670     pavarde2670     2.52
vardas2673     pavarde2673     4.08
vardas2682     pavarde2682     4.72
vardas2683     pavarde2683     4.68
vardas2684     pavarde2684        3
vardas2685     pavarde2685     3.24
vardas2687     pavarde2687     4.84
vardas2689     pavarde2689     3.28
vardas2692     pavarde2692     4.28
vardas2694     pavarde2694     4.96
vardas2695     pavarde2695     3.52
vardas2696     pavarde2696     3.36
vardas2702     pavarde2702     3.44
vardas2705     pavarde2705     4.72
vardas2706     pavarde2706     4.72
vardas2710     pavarde2710     4.24
vardas2713     pavarde2713     4.92
vardas2714     pavarde2714     4.24
vardas2716     pavarde2716     1.96
vardas2717     pavarde2717     3.84
vardas2719     pavarde2719     4.16
vardas2722     pavarde2722      2.6
vardas2724     pavarde2724     3.04
vardas2729     pavarde2729      4.4
vardas2732     pavarde2732     4.84
vardas2733     pavarde2733     4.12
vardas2736     pavarde2736     4.28
vardas2741     pavarde2741      4.8
vardas2748     pavarde2748     4.88
vardas2753     pavarde2753     3.68
vardas2758     pavarde2758     3.04
vardas2761     pavarde2761     4.24
vardas2763     pavarde2763     3.44
vardas2765     pavarde2765        4
vardas2768     pavarde2768     4.88
vardas2770     pavarde2770      3.8
vardas2772     pavarde2772     3.72
vardas2775     pavarde2775     4.96
vardas2776     pavarde2776     3.36
vardas2777     pavarde2777      3.8
vardas2779     pavarde2779     4.36
vardas2780     pavarde2780     4.44
vardas2783     pavarde2783     3.88
vardas2784     pavarde2784      4.6
vardas2785     pavarde2785     3.44
vardas2786     pavarde2786     3.64
vardas2791     pavarde2791     3.24
vardas2792     pavarde2792     1.56
vardas2793     pavarde2793     3.76
vardas2794     pavarde2794     4.28
vardas2798     pavarde2798     3.36
vardas2802     pavarde2802     4.68
vardas2807     pavarde2807        4
vardas2808     pavarde2808     3.64
vardas2809     pavarde2809     4.32
vardas2811     pavarde2811     4.76
vardas2813     pavarde2813     2.04
vardas2814     pavarde2814     3.84
vardas2816     pavarde2816     3.44
vardas2818     pavarde2818     3.12
vardas2819     pavarde2819      2.6
vardas2820     pavarde2820     3.44
vardas2821     pavarde2821     3.32
vardas2822     pavarde2822     4.36
vardas2823     pavarde2823     4.56
vardas2826     pavarde2826     3.88
vardas2828     pavarde2828      4.2
vardas2832     pavarde2832     3.52
vardas2834     pavarde2834     2.88
vardas2836     pavarde2836     2.68
vardas2837     pavarde2837     2.96
vardas2838     pavarde2838     4.64
vardas2839     pavarde2839     2.96
vardas2845     pavarde2845     3.64
vardas2846     pavarde2846     2.68
vardas2849     pavarde2849     4.52
vardas2850     pavarde2850     3.44
vardas2852     pavarde2852     3.84
vardas2854     pavarde2854     4.72
vardas2857     pavarde2857     3.48
vardas2861     pavarde2861     4.56
vardas2862     pavarde2862      4.8
vardas2867     pavarde2867     4.52
vardas2870     pavarde2870     3.84
vardas2873     pavarde2873     3.88
vardas2874     pavarde2874      3.2
vardas2877     pavarde2877     4.68
vardas2883     pavarde2883     4.96
vardas2887     pavarde2887     2.68
vardas2893     pavarde2893     3.04
vardas2895     pavarde2895        3
vardas2896     pavarde2896     2.52
vardas2898     pavarde2898     3.36
vardas2900     pavarde2900     4.92
vardas2904     pavarde2904        3
vardas2907     pavarde2907      4.2
vardas2908     pavarde2908     2.92
vardas2911     pavarde2911     3.44
vardas2914     pavarde2914     4.72
vardas2919     pavarde2919     4.48
vardas2920     pavarde2920     3.68
vardas2921     pavarde2921      3.2
vardas2925     pavarde2925     2.84
vardas2926     pavarde2926     3.04
vardas2927     pavarde2927     3.44
vardas2928     pavarde2928     4.68
vardas2929     pavarde2929     3.88
vardas2930     pavarde2930     4.96
vardas2931     pavarde2931      4.6
vardas2932     pavarde2932      2.8
vardas2933     pavarde2933     2.92
vardas2938     pavarde2938     3.76
vardas2942     pavarde2942     2.92
vardas2944     pavarde2944     4.64
vardas2945     pavarde2945     4.64
vardas2947     pavarde2947     4.48
vardas2948     pavarde2948     2.28
vardas2951     pavarde2951     3.48
vardas2953     pavarde2953     3.08
vardas2954     pavarde2954        3
vardas2955     pavarde2955     3.44
vardas2961     pavarde2961     4.76
vardas2965     pavarde2965     3.28
vardas2966     pavarde2966     4.24
vardas2969     pavarde2969     3.96
vardas2983     pavarde2983      4.2
vardas2984     pavarde2984     3.96
vardas2986     pavarde2986     3.28
vardas2989     pavarde2989      4.2
vardas2991     pavarde2991     3.96
vardas2993     pavarde2993     3.72
vardas3001     pavarde3001     3.56
vardas3005     pavarde3005     2.36
vardas3007     pavarde3007     4.68
vardas3008     pavarde3008     4.16
vardas3009     pavarde3009     3.76
vardas3010     pavarde3010      4.6
vardas3013     pavarde3013     2.44
vardas3014     pavarde3014     4.88
vardas3015     pavarde3015     3.08
vardas3017     pavarde3017     4.12
vardas3018     pavarde3018     2.96
vardas3021     pavarde3021      3.8
vardas3023     pavarde3023     2.28
vardas3024     pavarde3024     4.52
vardas3027     pavarde3027      3.4
vardas3028     pavarde3028     4.48
vardas3029     pavarde3029     3.64
vardas3032     pavarde3032     4.32
vardas3035     pavarde3035     4.92
vardas3036     pavarde3036     3.44
vardas3037     pavarde3037     3.64
vardas3038     pavarde3038     4.32
vardas3039     pavarde3039     4.32
vardas3040     pavarde3040     3.48
vardas3045     pavarde3045        3
vardas3049     pavarde3049     3.64
vardas3050     pavarde3050     1.64
vardas3051     pavarde3051      3.2
vardas3052     pavarde3052     3.44
vardas3053     pavarde3053     2.84
vardas3064     pavarde3064      3.6
vardas3067     pavarde3067     4.84
vardas3068     pavarde3068     4.76
vardas3069     pavarde3069     4.36
vardas3075     pavarde3075     4.24
vardas3079     pavarde3079     2.84
vardas3084     pavarde3084     3.68
vardas3085     pavarde3085     3.48
vardas3088     pavarde3088     4.84
vardas3091     pavarde3091     4.44
vardas3092     pavarde3092     4.48
vardas3093     pavarde3093     1.88
vardas3094     pavarde3094     4.68
vardas3095     pavarde3095     2.76
vardas3097     pavarde3097      3.2
vardas3101     pavarde3101     2.12
vardas3103     pavarde3103     3.56
vardas3104     pavarde3104     4.84
vardas3108     pavarde3108     4.88
vardas3109     pavarde3109     4.04
vardas3112     pavarde3112     4.32
vardas3113     pavarde3113     4.48
vardas3119     pavarde3119     2.84
vardas3122     pavarde3122      3.4
vardas3123     pavarde3123     4.28
vardas3125     pavarde3125     3.64
vardas3126     pavarde3126     2.76
vardas3130     pavarde3130      3.2
vardas3131     pavarde3131     3.96
vardas3132     pavarde3132      3.2
vardas3134     pavarde3134     3.68
vardas3135     pavarde3135      2.6
vardas3139     pavarde3139     2.36
vardas3141     pavarde3141      2.6
vardas3151     pavarde3151     1.96
vardas3152     pavarde3152     4.44
vardas3153     pavarde3153     4.36
vardas3162     pavarde3162      2.6
vardas3163     pavarde3163     2.24
vardas3165     pavarde3165     4.48
vardas3166     pavarde3166      3.6
vardas3172     pavarde3172      4.8
vardas3175     pavarde3175     3.44
vardas3177     pavarde3177      3.2
vardas3180     pavarde3180      4.4
vardas3184     pavarde3184      4.8
vardas3185     pavarde3185     4.04
vardas3187     pavarde3187      4.2
vardas3188     pavarde3188     4.52
vardas3190     pavarde3190      3.2
vardas3192     pavarde3192     3.08
vardas3195     pavarde3195     2.92
vardas3196     pavarde3196     4.56
vardas3202     pavarde3202     4.28
vardas3203     pavarde3203      3.6
vardas3205     pavarde3205     4.68
vardas3206     pavarde3206     4.28
vardas3208     pavarde3208      4.2
vardas3213     pavarde3213        3
vardas3215     pavarde3215     4.96
vardas3217     pavarde3217     2.96
vardas3219     pavarde3219     4.28
vardas3228     pavarde3228     4.64
vardas3231     pavarde3231     2.96
vardas3232     pavarde3232      4.6
vardas3236     pavarde3236      4.4
vardas3237     pavarde3237     4.48
vardas3239     pavarde3239      4.4
vardas3241     pavarde3241      4.2
vardas3248     pavarde3248     4.16
vardas3250     pavarde3250     4.64
vardas3252     pavarde3252     3.32
vardas3255     pavarde3255      4.2
vardas3258     pavarde3258      2.6
vardas3261     pavarde3261      3.4
vardas3262     pavarde3262      3.8
vardas3263     pavarde3263     3.28
vardas3264     pavarde3264     2.32
vardas3266     pavarde3266     4.68
vardas3275     pavarde3275     3.32
vardas3278     pavarde3278     4.44
vardas3281     pavarde3281      2.8
vardas3282     pavarde3282     4.52
vardas3283     pavarde3283     2.04
vardas3284     pavarde3284     3.56
vardas3289     pavarde3289     4.08
vardas3290     pavarde3290     4.08
vardas3293     pavarde3293      2.2
vardas3295     pavarde3295     3.64
vardas3296     pavarde3296      4.4
vardas3298     pavarde3298      3.8
vardas3299     pavarde3299     4.64
vardas3300     pavarde3300     3.92
vardas3301     pavarde3301      4.6
vardas3303     pavarde3303     3.36
vardas3305     pavarde3305     2.36
vardas3306     pavarde3306     3.52
vardas3307     pavarde3307     3.96
vardas3308     pavarde3308     3.76
vardas3309     pavarde3309     2.04
vardas3313     pavarde3313     4.16
vardas3319     pavarde3319      3.4
vardas3320     pavarde3320      3.4
vardas3325     pavarde3325      2.4
vardas3330     pavarde3330     4.28
vardas3333     pavarde3333     2.68
vardas3334     pavarde3334     4.48
vardas3336     pavarde3336     4.44
vardas3337     pavarde3337     3.84
vardas3343     pavarde3343     4.88
vardas3344     pavarde3344     4.28
vardas3346     pavarde3346     4.96
vardas3348     pavarde3348     1.96
vardas3351     pavarde3351     4.36
vardas3354     pavarde3354     3.28
vardas3355     pavarde3355      4.6
vardas3359     pavarde3359     4.96
vardas3360     pavarde3360     4.24
vardas3364     pavarde3364     4.64
vardas3372     pavarde3372     2.68
vardas3373     pavarde3373     4.48
vardas3374     pavarde3374     3.24
vardas3379     pavarde3379     4.28
vardas3380     pavarde3380      4.8
vardas3381     pavarde3381        4
vardas3382     pavarde3382     2.96
vardas3383     pavarde3383      3.2
vardas3385     pavarde3385      3.6
vardas3386     pavarde3386     4.52
vardas3387     pavarde3387      2.6
vardas3388     pavarde3388     4.72
vardas3390     pavarde3390     4.24
vardas3394     pavarde3394     3.56
vardas3399     pavarde3399     4.56
vardas3404     pavarde3404     2.04
vardas3405     pavarde3405     4.88
vardas3412     pavarde3412     3.24
vardas3418     pavarde3418     3.64
vardas3419     pavarde3419     4.96
vardas3420     pavarde3420      3.6
vardas3422     pavarde3422      3.6
vardas3424     pavarde3424     2.36
vardas3425     pavarde3425     2.28
vardas3432     pavarde3432     4.12
vardas3433     pavarde3433     3.32
vardas3436     pavarde3436     2.64
vardas3437     pavarde3437     3.08
vardas3438     pavarde3438      4.6
vardas3450     pavarde3450      4.8
vardas3451     pavarde3451        3
vardas3455     pavarde3455     4.56
vardas3458     pavarde3458     3.24
vardas3459     pavarde3459      3.8
vardas3461     pavarde3461     4.52
vardas3462     pavarde3462     2.76
vardas3463     pavarde3463     4.88
vardas3466     pavarde3466      2.8
vardas3467     pavarde3467     2.64
vardas3468     pavarde3468     3.48
vardas3469     pavarde3469     4.96
vardas3472     pavarde3472     2.72
vardas3475     pavarde3475     4.52
vardas3476     pavarde3476     3.76
vardas3478     pavarde3478     4.88
vardas3482     pavarde3482     2.64
vardas3483     pavarde3483     3.48
vardas3485     pavarde3485     4.76
vardas3487     pavarde3487     4.84
vardas3491     pavarde3491     2.92
vardas3492     pavarde3492     2.96
vardas3494     pavarde3494     4.28
vardas3495     pavarde3495      2.8
vardas3499     pavarde3499     2.92
vardas3502     pavarde3502     3.92
vardas3503     pavarde3503     3.44
vardas3506     pavarde3506     2.04
vardas3507     pavarde3507     3.92
vardas3511     pavarde3511     2.84
vardas3515     pavarde3515     2.36
vardas3517     pavarde3517     1.88
vardas3519     pavarde3519     2.68
vardas3520     pavarde3520      4.8
vardas3521     pavarde3521     4.88
vardas3522     pavarde3522     4.84
vardas3525     pavarde3525     3.76
vardas3530     pavarde3530     3.92
vardas3533     pavarde3533     4.16
vardas3534     pavarde3534      4.2
vardas3537     pavarde3537     2.52
vardas3546     pavarde3546     4.52
vardas3548     pavarde3548     3.16
vardas3550     pavarde3550      3.2
vardas3552     pavarde3552     3.36
vardas3554     pavarde3554     1.96
vardas3558     pavarde3558     2.36
vardas3561     pavarde3561     4.72
vardas3563     pavarde3563     3.32
vardas3567     pavarde3567     4.96
vardas3570     pavarde3570     3.64
vardas3572     pavarde3572     4.84
vardas3574     pavarde3574      4.8
vardas3579     pavarde3579      4.2
vardas3580     pavarde3580      3.6
vardas3584     pavarde3584      4.2
vardas3585     pavarde3585     4.24
vardas3589     pavarde3589     4.44
vardas3593     pavarde3593     4.88
vardas3596     pavarde3596      4.2
vardas3597     pavarde3597      4.4
vardas3598     pavarde3598      4.8
vardas3605     pavarde3605     4.52
vardas3608     pavarde3608     3.64
vardas3613     pavarde3613     3.28
vardas3614     pavarde3614        4
vardas3618     pavarde3618     4.64
vardas3619     pavarde3619     3.84
vardas3621     pavarde3621     3.36
vardas3623     pavarde3623     3.56
vardas3624     pavarde3624     3.72
vardas3629     pavarde3629     4.96
vardas3630     pavarde3630     3.68
vardas3631     pavarde3631     4.44
vardas3637     pavarde3637        4
vardas3639     pavarde3639     4.72
vardas3641     pavarde3641     4.24
vardas3643     pavarde3643     2.64
vardas3644     pavarde3644      4.2
vardas3645     pavarde3645     2.68
vardas3646     pavarde3646     4.72
vardas3651     pavarde3651        4
vardas3652     pavarde3652     4.64
vardas3653     pavarde3653     2.96
vardas3656     pavarde3656     4.84
vardas3657     pavarde3657     3.68
vardas3662     pavarde3662     3.08
vardas3664     pavarde3664     4.92
vardas3667     pavarde3667     4.28
vardas3669     pavarde3669     3.04
vardas3670     pavarde3670     4.16
vardas3671     pavarde3671     3.72
vardas3673     pavarde3673     4.36
vardas3674     pavarde3674     4.48
vardas3675     pavarde3675      2.6
vardas3676     pavarde3676     3.72
vardas3677     pavarde3677     4.52
vardas3678     pavarde3678     3.48
vardas3681     pavarde3681     2.12
vardas3687     pavarde3687     4.24
vardas3688     pavarde3688     2.84
vardas3691     pavarde3691     2.96
vardas3692     pavarde3692     4.76
vardas3693     pavarde3693        4
vardas3695     pavarde3695     2.92
vardas3699     pavarde3699     3.48
vardas3703     pavarde3703      2.6
vardas3706     pavarde3706     4.56
vardas3707     pavarde3707     3.12
vardas3708     pavarde3708      2.6
vardas3709     pavarde3709     3.12
vardas3713     pavarde3713     3.44
vardas3715     pavarde3715      4.8
vardas3717     pavarde3717     3.92
vardas3718     pavarde3718     3.16
vardas3720     pavarde3720      3.4
vardas3721     pavarde3721     2.68
vardas3723     pavarde3723     4.52
vardas3725     pavarde3725     3.96
vardas3726     pavarde3726     3.88
vardas3728     pavarde3728     1.96
vardas3729     pavarde3729     3.76
vardas3731     pavarde3731     2.72
vardas3732     pavarde3732      3.4
vardas3738     pavarde3738     4.32
vardas3744     pavarde3744     2.52
vardas3745     pavarde3745     4.88
vardas3747     pavarde3747      3.6
vardas3753     pavarde3753     4.32
vardas3754     pavarde3754     3.32
vardas3758     pavarde3758     4.48
vardas3763     pavarde3763     4.24
vardas3765     pavarde3765     4.84
vardas3766     pavarde3766     4.56
vardas3772     pavarde3772     4.48
vardas3774     pavarde3774     4.24
vardas3775     pavarde3775     4.48
vardas3777     pavarde3777     4.08
vardas3786     pavarde3786     3.16
vardas3789     pavarde3789     2.04
vardas3791     pavarde3791     4.84
vardas3793     pavarde3793     3.12
vardas3794     pavarde3794     4.84
vardas3795     pavarde3795     3.24
vardas3796     pavarde3796      3.4
vardas3797     pavarde3797     3.56
vardas3799     pavarde3799     3.44
vardas3800     pavarde3800     3.48
vardas3804     pavarde3804     1.96
vardas3806     pavarde3806     3.88
vardas3807     pavarde3807     2.36
vardas3811     pavarde3811     2.48
vardas3814     pavarde3814     2.68
vardas3815     pavarde3815     4.84
vardas3817     pavarde3817      4.6
vardas3822     pavarde3822     4.88
vardas3829     pavarde3829        3
vardas3834     pavarde3834     3.64
vardas3835     pavarde3835     3.88
vardas3837     pavarde3837      3.2
vardas3839     pavarde3839     4.96
vardas3841     pavarde3841        4
vardas3844     pavarde3844     4.32
vardas3845     pavarde3845      3.6
vardas3846     pavarde3846     3.92
vardas3847     pavarde3847     1.96
vardas3849     pavarde3849     4.76
vardas3850     pavarde3850     3.52
vardas3853     pavarde3853     3.64
vardas3854     pavarde3854     3.76
vardas3856     pavarde3856     2.92
vardas3857     pavarde3857      1.8
vardas3858     pavarde3858     3.12
vardas3860     pavarde3860     2.92
vardas3863     pavarde3863     3.36
vardas3864     pavarde3864     3.76
vardas3865     pavarde3865      4.4
vardas3868     pavarde3868      4.2
vardas3874     pavarde3874     4.64
vardas3875     pavarde3875     4.36
vardas3880     pavarde3880      3.4
vardas3885     pavarde3885     3.64
vardas3886     pavarde3886     3.32
vardas3889     pavarde3889        3
vardas3890     pavarde3890     2.68
vardas3891     pavarde3891      2.6
vardas3893     pavarde3893     2.12
vardas3894     pavarde3894     4.64
vardas3897     pavarde3897     3.64
vardas3899     pavarde3899     4.52
vardas3900     pavarde3900     2.52
vardas3902     pavarde3902      3.8
vardas3903     pavarde3903     4.96
vardas3905     pavarde3905     4.72
vardas3906     pavarde3906      2.2
vardas3911     pavarde3911      4.2
vardas3915     pavarde3915     3.56
vardas3916     pavarde3916     4.88
vardas3917     pavarde3917     3.44
vardas3919     pavarde3919      4.2
vardas3920     pavarde3920     4.32
vardas3924     pavarde3924     2.68
vardas3925     pavarde3925     2.88
vardas3926     pavarde3926     3.32
vardas3928     pavarde3928        4
vardas3930     pavarde3930     2.52
vardas3933     pavarde3933     3.16
vardas3939     pavarde3939      2.6
vardas3941     pavarde3941      4.6
vardas3942     pavarde3942     3.16
vardas3943     pavarde3943     2.32
vardas3945     pavarde3945      2.8
vardas3946     pavarde3946     1.88
vardas3948     pavarde3948      3.8
vardas3951     pavarde3951     3.56
vardas3953     pavarde3953     4.72
vardas3956     pavarde3956     4.08
vardas3958     pavarde3958     4.36
vardas3959     pavarde3959     3.72
vardas3963     pavarde3963     2.76
vardas3965     pavarde3965     3.36
vardas3968     pavarde3968     4.52
vardas3971     pavarde3971     3.16
vardas3972     pavarde3972        3
vardas3975     pavarde3975      3.4
vardas3977     pavarde3977     4.12
vardas3978     pavarde3978     2.88
vardas3979     pavarde3979     4.36
vardas3985     pavarde3985      4.2
vardas3989     pavarde3989     2.76
vardas3990     pavarde3990     2.96
vardas3991     pavarde3991     4.56
vardas3992     pavarde3992     4.92
vardas3996     pavarde3996     2.76
vardas4000     pavarde4000     3.08
vardas4001     pavarde4001     4.24
vardas4003     pavarde4003     3.84
vardas4007     pavarde4007     4.84
vardas4008     pavarde4008      3.6
vardas4011     pavarde4011     3.08
vardas4018     pavarde4018     3.72
vardas4019     pavarde4019     4.16
vardas4025     pavarde4025     4.52
vardas4026     pavarde4026     4.04
vardas4027     pavarde4027     3.04
vardas4028     pavarde4028     3.32
vardas4030     pavarde4030     4.72
vardas4031     pavarde4031      3.4
vardas4034     pavarde4034     3.16
vardas4035     pavarde4035     4.16
vardas4036     pavarde4036     3.64
vardas4037     pavarde4037     4.32
vardas4040     pavarde4040     2.04
vardas4041     pavarde4041     2.76
vardas4050     pavarde4050     3.28
vardas4051     pavarde4051     4.12
vardas4053     pavarde4053     4.48
vardas4055     pavarde4055     4.16
vardas4057     pavarde4057     4.76
vardas4059     pavarde4059      3.6
vardas4061     pavarde4061     4.16
vardas4062     pavarde4062     1.64
vardas4064     pavarde4064     4.48
vardas4066     pavarde4066     2.84
vardas4067     pavarde4067     4.84
vardas4070     pavarde4070     4.36
vardas4071     pavarde4071      3.8
vardas4073     pavarde4073     2.92
vardas4074     pavarde4074     3.16
vardas4075     pavarde4075     2.76
vardas4078     pavarde4078     3.88
vardas4079     pavarde4079     4.72
vardas4086     pavarde4086     4.08
vardas4088     pavarde4088      3.4
